paper1,paper2,cocitation_strength
https://openalex.org/W4224983875,https://openalex.org/W4224991146,1
https://openalex.org/W4224986677,https://openalex.org/W4225091435,1
https://openalex.org/W4225000207,https://openalex.org/W4225091435,1
https://openalex.org/W4225103667,https://openalex.org/W4225108991,1
https://openalex.org/W4225001757,https://openalex.org/W4225150439,1
https://openalex.org/W4225006216,https://openalex.org/W4225109361,1
https://openalex.org/W4220727484,https://openalex.org/W4225082673,1
https://openalex.org/W4224992620,https://openalex.org/W4225127221,1
https://openalex.org/W4221164056,https://openalex.org/W4224991000,1
https://openalex.org/W4221164056,https://openalex.org/W4225120919,1
https://openalex.org/W4224991000,https://openalex.org/W4224991060,1
https://openalex.org/W4224991000,https://openalex.org/W4225120919,1
https://openalex.org/W4224991060,https://openalex.org/W4225102280,1
https://openalex.org/W4224991060,https://openalex.org/W4225120919,1
https://openalex.org/W4225102280,https://openalex.org/W4225120919,1
https://openalex.org/W4224979832,https://openalex.org/W4225127221,1
https://openalex.org/W4224999418,https://openalex.org/W4225011935,1
https://openalex.org/W4225000207,https://openalex.org/W4225101474,1
https://openalex.org/W4225003795,https://openalex.org/W4225101474,1
https://openalex.org/W4225012808,https://openalex.org/W4225110307,1
https://openalex.org/W4224985652,https://openalex.org/W4225017028,1
https://openalex.org/W4224995224,https://openalex.org/W4225012808,1
https://openalex.org/W4224979644,https://openalex.org/W4224989671,1
https://openalex.org/W4224979644,https://openalex.org/W4225096941,1
https://openalex.org/W4225014841,https://openalex.org/W4225132320,1
https://openalex.org/W4221047484,https://openalex.org/W4224992082,1
https://openalex.org/W4224990374,https://openalex.org/W4225120163,1
https://openalex.org/W4224998981,https://openalex.org/W4225015649,1
https://openalex.org/W4224979401,https://openalex.org/W4225015649,1
https://openalex.org/W4224985466,https://openalex.org/W4224990374,1
https://openalex.org/W4224989665,https://openalex.org/W4225117271,1
https://openalex.org/W4224992683,https://openalex.org/W4225162252,1
https://openalex.org/W4221164056,https://openalex.org/W4225000467,1
https://openalex.org/W4221164056,https://openalex.org/W4225014345,1
https://openalex.org/W4224979401,https://openalex.org/W4225002467,1
https://openalex.org/W4224979401,https://openalex.org/W4225014345,1
https://openalex.org/W4224979401,https://openalex.org/W4225091435,1
https://openalex.org/W4225002467,https://openalex.org/W4225014345,1
https://openalex.org/W4225002467,https://openalex.org/W4225091435,1
https://openalex.org/W4221029209,https://openalex.org/W4224995224,1
https://openalex.org/W4224984797,https://openalex.org/W4224997964,1
https://openalex.org/W4224979401,https://openalex.org/W4225100078,1
https://openalex.org/W4224986677,https://openalex.org/W4225156178,1
https://openalex.org/W4225000207,https://openalex.org/W4225156178,1
https://openalex.org/W4225107257,https://openalex.org/W4225127221,1
https://openalex.org/W4224995224,https://openalex.org/W4225000211,1
https://openalex.org/W4224987089,https://openalex.org/W4225000207,1
https://openalex.org/W4224987089,https://openalex.org/W4225101474,1
https://openalex.org/W4224992620,https://openalex.org/W4225101474,1
https://openalex.org/W4224990314,https://openalex.org/W4225115595,1
https://openalex.org/W4225007817,https://openalex.org/W4225100575,1
https://openalex.org/W4225007817,https://openalex.org/W4225103613,1
https://openalex.org/W4225007817,https://openalex.org/W4225156178,1
https://openalex.org/W4225011401,https://openalex.org/W4225100575,1
https://openalex.org/W4225011401,https://openalex.org/W4225156178,1
https://openalex.org/W4225100575,https://openalex.org/W4225156178,1
https://openalex.org/W4224990374,https://openalex.org/W4225109361,1
https://openalex.org/W4225008543,https://openalex.org/W4225105010,1
https://openalex.org/W4225013489,https://openalex.org/W4225085232,1
https://openalex.org/W4221158799,https://openalex.org/W4221164056,1
https://openalex.org/W4221158799,https://openalex.org/W4224979401,1
https://openalex.org/W4221158799,https://openalex.org/W4225002467,1
https://openalex.org/W4221158799,https://openalex.org/W4225014345,1
https://openalex.org/W4221158799,https://openalex.org/W4225091435,1
https://openalex.org/W4221164056,https://openalex.org/W4224979401,1
https://openalex.org/W4221029209,https://openalex.org/W4221047484,1
https://openalex.org/W4225014345,https://openalex.org/W4225091435,1
https://openalex.org/W4224982650,https://openalex.org/W4224984048,1
https://openalex.org/W4224989665,https://openalex.org/W4224990314,1
https://openalex.org/W4224999418,https://openalex.org/W4225103181,1
https://openalex.org/W4221163951,https://openalex.org/W4224979832,1
https://openalex.org/W4221163951,https://openalex.org/W4225085515,1
https://openalex.org/W4224979832,https://openalex.org/W4225085515,1
https://openalex.org/W4224984048,https://openalex.org/W4225012808,1
https://openalex.org/W4220936192,https://openalex.org/W4224990230,1
https://openalex.org/W4225011203,https://openalex.org/W4225150439,1
https://openalex.org/W4224979739,https://openalex.org/W4225012808,1
https://openalex.org/W4224985466,https://openalex.org/W4224998981,1
https://openalex.org/W4224991000,https://openalex.org/W4225107257,1
https://openalex.org/W4225011401,https://openalex.org/W4225101474,1
https://openalex.org/W4220955183,https://openalex.org/W4225163156,1
https://openalex.org/W4225003795,https://openalex.org/W4225145829,1
https://openalex.org/W4224992620,https://openalex.org/W4224997964,1
https://openalex.org/W4224986677,https://openalex.org/W4225006216,1
https://openalex.org/W4225012808,https://openalex.org/W4225105010,1
https://openalex.org/W4221023045,https://openalex.org/W4225008543,1
https://openalex.org/W4224992620,https://openalex.org/W4225000233,1
https://openalex.org/W4225000233,https://openalex.org/W4225156178,1
https://openalex.org/W4224984058,https://openalex.org/W4225002444,1
https://openalex.org/W4225011935,https://openalex.org/W4225014345,1
https://openalex.org/W4224992683,https://openalex.org/W4225103667,1
https://openalex.org/W4224979686,https://openalex.org/W4225100078,1
https://openalex.org/W4224982650,https://openalex.org/W4224992082,1
https://openalex.org/W4225004558,https://openalex.org/W4225096941,1
https://openalex.org/W4225004558,https://openalex.org/W4225110319,1
https://openalex.org/W4225096941,https://openalex.org/W4225110319,1
https://openalex.org/W4225082883,https://openalex.org/W4225149108,1
https://openalex.org/W4221119676,https://openalex.org/W4224987963,1
https://openalex.org/W4221119676,https://openalex.org/W4224992082,1
https://openalex.org/W4224987963,https://openalex.org/W4224992082,1
https://openalex.org/W4221029209,https://openalex.org/W4225003795,1
https://openalex.org/W4224990230,https://openalex.org/W4225006216,1
https://openalex.org/W4225001124,https://openalex.org/W4225156178,1
https://openalex.org/W4225108149,https://openalex.org/W4225163156,1
https://openalex.org/W4225108149,https://openalex.org/W4225166214,1
https://openalex.org/W4224984048,https://openalex.org/W4225094266,1
https://openalex.org/W4221164056,https://openalex.org/W4225110307,1
https://openalex.org/W4212894176,https://openalex.org/W4225012795,1
https://openalex.org/W4225110307,https://openalex.org/W4225150439,1
https://openalex.org/W4224980693,https://openalex.org/W4225090108,1
https://openalex.org/W4224979325,https://openalex.org/W4224999418,1
https://openalex.org/W4224987089,https://openalex.org/W4225001124,1
https://openalex.org/W4225006216,https://openalex.org/W4225107257,1
https://openalex.org/W4225122276,https://openalex.org/W4225139328,1
https://openalex.org/W4224979686,https://openalex.org/W4224987963,1
https://openalex.org/W4224992082,https://openalex.org/W4225017028,1
https://openalex.org/W4224992082,https://openalex.org/W4225098379,1
https://openalex.org/W4225016353,https://openalex.org/W4225017028,1
https://openalex.org/W4225016353,https://openalex.org/W4225098379,1
https://openalex.org/W4224987963,https://openalex.org/W4225001890,1
https://openalex.org/W4224990314,https://openalex.org/W4225014345,1
https://openalex.org/W4224979390,https://openalex.org/W4224997518,1
https://openalex.org/W4224979390,https://openalex.org/W4225100078,1
https://openalex.org/W4224997518,https://openalex.org/W4225100078,1
https://openalex.org/W4225012795,https://openalex.org/W4225100078,1
https://openalex.org/W4224982779,https://openalex.org/W4225151152,1
https://openalex.org/W4224997964,https://openalex.org/W4225107257,1
https://openalex.org/W4221119676,https://openalex.org/W4225100078,1
https://openalex.org/W4221023045,https://openalex.org/W4224995359,1
https://openalex.org/W4225000207,https://openalex.org/W4225139328,1
https://openalex.org/W4225098446,https://openalex.org/W4225107257,1
https://openalex.org/W4224979686,https://openalex.org/W4225107234,1
https://openalex.org/W4221029209,https://openalex.org/W4224984653,1
https://openalex.org/W4225002467,https://openalex.org/W4225009750,1
https://openalex.org/W4224982650,https://openalex.org/W4225135490,1
https://openalex.org/W4221119676,https://openalex.org/W4224984048,1
https://openalex.org/W4224984048,https://openalex.org/W4225163156,1
https://openalex.org/W4224990314,https://openalex.org/W4224991000,1
https://openalex.org/W4224998622,https://openalex.org/W4225015649,1
https://openalex.org/W4225000233,https://openalex.org/W4225015649,1
https://openalex.org/W4225092338,https://openalex.org/W4225114665,1
https://openalex.org/W4225092338,https://openalex.org/W4225122276,1
https://openalex.org/W4225092338,https://openalex.org/W4225139328,1
https://openalex.org/W4225114665,https://openalex.org/W4225122276,1
https://openalex.org/W4225114665,https://openalex.org/W4225139328,1
https://openalex.org/W4224979644,https://openalex.org/W4224981839,1
https://openalex.org/W4225006216,https://openalex.org/W4225120919,1
https://openalex.org/W4224997518,https://openalex.org/W4225103618,1
https://openalex.org/W4221047484,https://openalex.org/W4225096941,1
https://openalex.org/W4224982650,https://openalex.org/W4225096941,1
https://openalex.org/W4225103181,https://openalex.org/W4225103667,1
https://openalex.org/W4224992683,https://openalex.org/W4225115595,1
https://openalex.org/W4224992918,https://openalex.org/W4225163156,1
https://openalex.org/W4224992918,https://openalex.org/W4225166214,1
https://openalex.org/W4224995224,https://openalex.org/W4225011935,1
https://openalex.org/W4224995224,https://openalex.org/W4225115595,1
https://openalex.org/W4225011935,https://openalex.org/W4225115595,1
https://openalex.org/W4225108150,https://openalex.org/W4225156875,1
https://openalex.org/W4224992620,https://openalex.org/W4225120919,1
https://openalex.org/W4225099238,https://openalex.org/W4225102742,1
