paper1,paper2,coupling_strength
https://openalex.org/W4225090108,https://openalex.org/W4225164728,3
https://openalex.org/W4224991146,https://openalex.org/W4225110319,3
https://openalex.org/W4224979325,https://openalex.org/W4224987089,3
https://openalex.org/W4224979686,https://openalex.org/W4225150439,3
https://openalex.org/W4224999418,https://openalex.org/W4225006216,3
https://openalex.org/W4224984058,https://openalex.org/W4225103181,3
https://openalex.org/W4224984058,https://openalex.org/W4225000233,3
https://openalex.org/W4224992620,https://openalex.org/W4225108150,3
https://openalex.org/W4224989671,https://openalex.org/W4225149108,3
https://openalex.org/W4225115449,https://openalex.org/W4225156178,3
https://openalex.org/W4221029209,https://openalex.org/W4225001890,3
https://openalex.org/W4225013403,https://openalex.org/W4225162252,3
https://openalex.org/W4224981456,https://openalex.org/W4225102292,3
https://openalex.org/W4221108272,https://openalex.org/W4225089191,3
https://openalex.org/W4225002444,https://openalex.org/W4225011183,3
https://openalex.org/W4224982650,https://openalex.org/W4225096941,3
https://openalex.org/W4224998981,https://openalex.org/W4225098379,3
https://openalex.org/W4224992683,https://openalex.org/W4225082673,3
https://openalex.org/W4224984797,https://openalex.org/W4224997964,3
https://openalex.org/W3208416788,https://openalex.org/W4224991060,3
https://openalex.org/W4221029209,https://openalex.org/W4225003999,3
https://openalex.org/W4224998981,https://openalex.org/W4225000207,3
https://openalex.org/W4225000233,https://openalex.org/W4225107234,3
https://openalex.org/W4225103181,https://openalex.org/W4225108991,3
https://openalex.org/W4224988227,https://openalex.org/W4225115595,3
https://openalex.org/W4220936192,https://openalex.org/W4225115595,3
https://openalex.org/W4225102280,https://openalex.org/W4225115595,3
https://openalex.org/W4225008543,https://openalex.org/W4225093322,3
https://openalex.org/W4221164056,https://openalex.org/W4225013403,3
https://openalex.org/W4225006216,https://openalex.org/W4225109361,3
https://openalex.org/W4224999418,https://openalex.org/W4225162252,3
https://openalex.org/W4224979832,https://openalex.org/W4225107257,3
https://openalex.org/W4225107257,https://openalex.org/W4225127221,2
https://openalex.org/W4224992620,https://openalex.org/W4224998981,2
https://openalex.org/W4221163951,https://openalex.org/W4225156178,2
https://openalex.org/W4224989665,https://openalex.org/W4225006216,2
https://openalex.org/W4224984058,https://openalex.org/W4225108991,2
https://openalex.org/W4224984797,https://openalex.org/W4224992620,2
https://openalex.org/W4225000207,https://openalex.org/W4225000233,2
https://openalex.org/W4224984797,https://openalex.org/W4224998622,2
https://openalex.org/W4224979390,https://openalex.org/W4225082883,2
https://openalex.org/W4224986677,https://openalex.org/W4224997964,2
https://openalex.org/W4224986677,https://openalex.org/W4225107257,2
https://openalex.org/W4224984797,https://openalex.org/W4225115595,2
https://openalex.org/W4225001890,https://openalex.org/W4225005361,2
https://openalex.org/W4225001124,https://openalex.org/W4225114665,2
https://openalex.org/W4224985466,https://openalex.org/W4224986677,2
https://openalex.org/W4224985466,https://openalex.org/W4224998622,2
https://openalex.org/W4224988875,https://openalex.org/W4225013404,2
https://openalex.org/W4224985466,https://openalex.org/W4225098446,2
https://openalex.org/W4224989665,https://openalex.org/W4225101474,2
https://openalex.org/W4224986677,https://openalex.org/W4225003795,2
https://openalex.org/W4224986677,https://openalex.org/W4225098446,2
https://openalex.org/W4224986677,https://openalex.org/W4225115449,2
https://openalex.org/W4224989403,https://openalex.org/W4225086399,2
https://openalex.org/W4224998622,https://openalex.org/W4225003795,2
https://openalex.org/W4224998622,https://openalex.org/W4225115449,2
https://openalex.org/W4225003795,https://openalex.org/W4225098446,2
https://openalex.org/W4225098446,https://openalex.org/W4225115449,2
https://openalex.org/W4225011401,https://openalex.org/W4225156178,2
https://openalex.org/W4224992082,https://openalex.org/W4225150439,2
https://openalex.org/W4224984797,https://openalex.org/W4225015649,2
https://openalex.org/W4224992620,https://openalex.org/W4224998622,2
https://openalex.org/W4225009143,https://openalex.org/W4225013403,2
https://openalex.org/W4224986677,https://openalex.org/W4224998981,2
https://openalex.org/W4224986677,https://openalex.org/W4225000233,2
https://openalex.org/W4224997964,https://openalex.org/W4225000207,2
https://openalex.org/W4224986677,https://openalex.org/W4225107234,2
https://openalex.org/W4224997456,https://openalex.org/W4225091435,2
https://openalex.org/W4225010656,https://openalex.org/W4225091435,2
https://openalex.org/W4224992082,https://openalex.org/W4225003999,2
https://openalex.org/W4224982779,https://openalex.org/W4224990239,2
https://openalex.org/W4225000233,https://openalex.org/W4225103181,2
https://openalex.org/W4224995359,https://openalex.org/W4225096941,2
https://openalex.org/W4224989671,https://openalex.org/W4224998981,2
https://openalex.org/W4224998981,https://openalex.org/W4225149108,2
https://openalex.org/W4221023045,https://openalex.org/W4225114665,2
https://openalex.org/W4225002444,https://openalex.org/W4225010656,2
https://openalex.org/W4225003795,https://openalex.org/W4225108150,2
https://openalex.org/W4224984058,https://openalex.org/W4225002444,2
https://openalex.org/W4225103181,https://openalex.org/W4225107234,2
https://openalex.org/W4224982779,https://openalex.org/W4225164728,2
https://openalex.org/W4224991166,https://openalex.org/W4225115595,2
https://openalex.org/W4224979644,https://openalex.org/W4225162956,2
https://openalex.org/W4224997964,https://openalex.org/W4225115449,2
https://openalex.org/W4225003795,https://openalex.org/W4225109361,2
https://openalex.org/W4225000207,https://openalex.org/W4225107257,2
https://openalex.org/W4224982779,https://openalex.org/W4225103667,2
https://openalex.org/W3208416788,https://openalex.org/W4225102280,2
https://openalex.org/W4224998981,https://openalex.org/W4225142345,2
https://openalex.org/W4224979832,https://openalex.org/W4225127221,2
https://openalex.org/W4225094266,https://openalex.org/W4225149108,2
https://openalex.org/W4224987963,https://openalex.org/W4225003795,2
https://openalex.org/W4225142345,https://openalex.org/W4225164125,2
https://openalex.org/W4225107257,https://openalex.org/W4225109361,2
https://openalex.org/W4224980442,https://openalex.org/W4225014345,2
https://openalex.org/W4224990230,https://openalex.org/W4225105010,2
https://openalex.org/W4225014345,https://openalex.org/W4225105010,2
https://openalex.org/W4225103181,https://openalex.org/W4225105010,2
https://openalex.org/W4224992752,https://openalex.org/W4225086399,2
https://openalex.org/W4224995359,https://openalex.org/W4225093322,2
https://openalex.org/W4224987089,https://openalex.org/W4225093322,2
https://openalex.org/W4221023045,https://openalex.org/W4224979644,2
https://openalex.org/W4221023045,https://openalex.org/W4224998981,2
https://openalex.org/W4224979644,https://openalex.org/W4224998981,2
https://openalex.org/W4224988227,https://openalex.org/W4225011935,2
https://openalex.org/W4224991000,https://openalex.org/W4225011935,2
https://openalex.org/W4224991000,https://openalex.org/W4225095645,2
https://openalex.org/W4224999658,https://openalex.org/W4225088773,2
https://openalex.org/W4224993644,https://openalex.org/W4225016353,2
https://openalex.org/W4224989671,https://openalex.org/W4225114665,2
https://openalex.org/W4224992082,https://openalex.org/W4224998981,2
https://openalex.org/W3208416788,https://openalex.org/W4224980442,2
https://openalex.org/W4224993644,https://openalex.org/W4225102280,2
https://openalex.org/W4224987089,https://openalex.org/W4224998622,2
https://openalex.org/W4225013403,https://openalex.org/W4225013404,2
https://openalex.org/W4225089191,https://openalex.org/W4225117389,2
https://openalex.org/W4225098446,https://openalex.org/W4225107257,2
https://openalex.org/W4224984058,https://openalex.org/W4225010656,2
https://openalex.org/W4224998622,https://openalex.org/W4225085232,2
https://openalex.org/W4224998622,https://openalex.org/W4225115595,2
https://openalex.org/W4225108150,https://openalex.org/W4225156178,2
https://openalex.org/W4224998622,https://openalex.org/W4225139328,2
https://openalex.org/W4224993644,https://openalex.org/W4224998981,2
https://openalex.org/W4221029209,https://openalex.org/W4224992620,2
https://openalex.org/W4225004558,https://openalex.org/W4225082883,2
https://openalex.org/W4220955183,https://openalex.org/W4225006216,2
https://openalex.org/W4225000207,https://openalex.org/W4225108150,2
https://openalex.org/W4224979686,https://openalex.org/W4225000233,2
https://openalex.org/W4224979401,https://openalex.org/W4224982650,2
https://openalex.org/W4224981638,https://openalex.org/W4224989671,2
https://openalex.org/W4220955183,https://openalex.org/W4225086772,2
https://openalex.org/W4225000207,https://openalex.org/W4225139328,2
https://openalex.org/W4221119676,https://openalex.org/W4225014253,2
https://openalex.org/W4225156178,https://openalex.org/W4225156875,2
https://openalex.org/W4224979390,https://openalex.org/W4225150439,2
https://openalex.org/W4224990314,https://openalex.org/W4225014345,2
https://openalex.org/W4225000211,https://openalex.org/W4225085515,2
https://openalex.org/W4221029209,https://openalex.org/W4224997518,2
https://openalex.org/W4224979325,https://openalex.org/W4225011401,2
https://openalex.org/W4220936192,https://openalex.org/W4225013403,2
https://openalex.org/W4225016353,https://openalex.org/W4225088773,2
https://openalex.org/W4224984058,https://openalex.org/W4225013489,2
https://openalex.org/W4224984058,https://openalex.org/W4225164125,2
https://openalex.org/W4224991060,https://openalex.org/W4225162252,2
https://openalex.org/W4224998622,https://openalex.org/W4225162252,2
https://openalex.org/W4224992683,https://openalex.org/W4225162252,2
https://openalex.org/W4220955183,https://openalex.org/W4224990314,2
https://openalex.org/W4224992918,https://openalex.org/W4225164728,2
https://openalex.org/W4224979390,https://openalex.org/W4224989671,2
https://openalex.org/W4225013489,https://openalex.org/W4225164125,2
https://openalex.org/W4220955183,https://openalex.org/W4225115595,2
https://openalex.org/W4225003795,https://openalex.org/W4225103667,2
https://openalex.org/W4224999418,https://openalex.org/W4225011935,2
https://openalex.org/W4220936192,https://openalex.org/W4224999418,2
https://openalex.org/W4224990374,https://openalex.org/W4225093322,2
https://openalex.org/W4225006216,https://openalex.org/W4225094277,2
https://openalex.org/W4225006216,https://openalex.org/W4225103181,2
https://openalex.org/W4225094277,https://openalex.org/W4225103181,2
https://openalex.org/W4224979401,https://openalex.org/W4224979686,2
https://openalex.org/W4224979390,https://openalex.org/W4225100078,2
https://openalex.org/W4224988875,https://openalex.org/W4224992918,2
https://openalex.org/W4224985652,https://openalex.org/W4225082883,2
https://openalex.org/W4224982650,https://openalex.org/W4225003999,2
https://openalex.org/W4221164056,https://openalex.org/W4225162252,2
https://openalex.org/W4221164056,https://openalex.org/W4225009063,2
https://openalex.org/W4212894176,https://openalex.org/W4225001124,2
https://openalex.org/W4224979325,https://openalex.org/W4224988227,2
https://openalex.org/W4225017028,https://openalex.org/W4225082883,2
https://openalex.org/W4221119676,https://openalex.org/W4221164056,2
https://openalex.org/W4225094277,https://openalex.org/W4225162252,2
https://openalex.org/W4224985466,https://openalex.org/W4224987089,2
https://openalex.org/W4224990239,https://openalex.org/W4225091435,2
https://openalex.org/W4224981839,https://openalex.org/W4225149108,2
https://openalex.org/W4221119676,https://openalex.org/W4224993644,2
https://openalex.org/W4221164056,https://openalex.org/W4224993644,2
https://openalex.org/W4225011401,https://openalex.org/W4225115449,2
https://openalex.org/W4225010656,https://openalex.org/W4225013404,2
https://openalex.org/W4225008543,https://openalex.org/W4225139328,2
https://openalex.org/W4225008543,https://openalex.org/W4225016564,2
https://openalex.org/W4224979739,https://openalex.org/W4224999418,2
https://openalex.org/W4224979644,https://openalex.org/W4225015622,2
https://openalex.org/W4225108150,https://openalex.org/W4225115595,2
https://openalex.org/W4225014253,https://openalex.org/W4225109361,2
https://openalex.org/W4224984797,https://openalex.org/W4225108150,1
https://openalex.org/W4224984797,https://openalex.org/W4225139328,1
https://openalex.org/W4224984797,https://openalex.org/W4225150439,1
https://openalex.org/W4224989403,https://openalex.org/W4224990374,1
https://openalex.org/W4224989403,https://openalex.org/W4224991166,1
https://openalex.org/W4224989403,https://openalex.org/W4224992082,1
https://openalex.org/W4224989403,https://openalex.org/W4224992620,1
https://openalex.org/W4224989403,https://openalex.org/W4224995359,1
https://openalex.org/W4224989403,https://openalex.org/W4224998622,1
https://openalex.org/W4224989403,https://openalex.org/W4225000207,1
https://openalex.org/W4224989403,https://openalex.org/W4225009750,1
https://openalex.org/W4224989403,https://openalex.org/W4225012808,1
https://openalex.org/W4224989403,https://openalex.org/W4225085232,1
https://openalex.org/W4224989403,https://openalex.org/W4225108150,1
https://openalex.org/W4224989403,https://openalex.org/W4225115595,1
https://openalex.org/W4224989403,https://openalex.org/W4225139328,1
https://openalex.org/W4224989403,https://openalex.org/W4225150439,1
https://openalex.org/W4224990374,https://openalex.org/W4224991166,1
https://openalex.org/W4224990374,https://openalex.org/W4224992082,1
https://openalex.org/W4224990374,https://openalex.org/W4224992620,1
https://openalex.org/W4224990374,https://openalex.org/W4224995359,1
https://openalex.org/W4224990374,https://openalex.org/W4224998622,1
https://openalex.org/W4224990374,https://openalex.org/W4225000207,1
https://openalex.org/W4224990374,https://openalex.org/W4225009750,1
https://openalex.org/W4224990374,https://openalex.org/W4225012808,1
https://openalex.org/W4224990374,https://openalex.org/W4225085232,1
https://openalex.org/W4224990374,https://openalex.org/W4225086399,1
https://openalex.org/W4224990374,https://openalex.org/W4225108150,1
https://openalex.org/W4224990374,https://openalex.org/W4225115595,1
https://openalex.org/W4224990374,https://openalex.org/W4225139328,1
https://openalex.org/W4224990374,https://openalex.org/W4225150439,1
https://openalex.org/W4224991166,https://openalex.org/W4224992082,1
https://openalex.org/W4224991166,https://openalex.org/W4224992620,1
https://openalex.org/W4224991166,https://openalex.org/W4224995359,1
https://openalex.org/W4224991166,https://openalex.org/W4224998622,1
https://openalex.org/W4224991166,https://openalex.org/W4225000207,1
https://openalex.org/W4224991166,https://openalex.org/W4225009750,1
https://openalex.org/W4224991166,https://openalex.org/W4225012808,1
https://openalex.org/W4224991166,https://openalex.org/W4225085232,1
https://openalex.org/W4224991166,https://openalex.org/W4225086399,1
https://openalex.org/W4224991166,https://openalex.org/W4225108150,1
https://openalex.org/W4224991166,https://openalex.org/W4225139328,1
https://openalex.org/W4224991166,https://openalex.org/W4225150439,1
https://openalex.org/W4224992082,https://openalex.org/W4224992620,1
https://openalex.org/W4224992082,https://openalex.org/W4224995359,1
https://openalex.org/W4224992082,https://openalex.org/W4224998622,1
https://openalex.org/W4224992082,https://openalex.org/W4225000207,1
https://openalex.org/W4224992082,https://openalex.org/W4225009750,1
https://openalex.org/W4224992082,https://openalex.org/W4225012808,1
https://openalex.org/W4224992082,https://openalex.org/W4225085232,1
https://openalex.org/W4224992082,https://openalex.org/W4225086399,1
https://openalex.org/W4224992082,https://openalex.org/W4225108150,1
https://openalex.org/W4224992082,https://openalex.org/W4225115595,1
https://openalex.org/W4224992082,https://openalex.org/W4225139328,1
https://openalex.org/W4224992620,https://openalex.org/W4224995359,1
https://openalex.org/W4224992620,https://openalex.org/W4225000207,1
https://openalex.org/W4224992620,https://openalex.org/W4225009750,1
https://openalex.org/W4224992620,https://openalex.org/W4225012808,1
https://openalex.org/W4224992620,https://openalex.org/W4225085232,1
https://openalex.org/W4224992620,https://openalex.org/W4225086399,1
https://openalex.org/W4224992620,https://openalex.org/W4225115595,1
https://openalex.org/W4224992620,https://openalex.org/W4225139328,1
https://openalex.org/W4224992620,https://openalex.org/W4225150439,1
https://openalex.org/W4224995359,https://openalex.org/W4224998622,1
https://openalex.org/W4224995359,https://openalex.org/W4225000207,1
https://openalex.org/W4224995359,https://openalex.org/W4225009750,1
https://openalex.org/W4224995359,https://openalex.org/W4225012808,1
https://openalex.org/W4224995359,https://openalex.org/W4225085232,1
https://openalex.org/W4224995359,https://openalex.org/W4225086399,1
https://openalex.org/W4224995359,https://openalex.org/W4225108150,1
https://openalex.org/W4224995359,https://openalex.org/W4225115595,1
https://openalex.org/W4224995359,https://openalex.org/W4225139328,1
https://openalex.org/W4224995359,https://openalex.org/W4225150439,1
https://openalex.org/W4224998622,https://openalex.org/W4225009750,1
https://openalex.org/W4224998622,https://openalex.org/W4225012808,1
https://openalex.org/W4224998622,https://openalex.org/W4225086399,1
https://openalex.org/W4224998622,https://openalex.org/W4225108150,1
https://openalex.org/W4224998622,https://openalex.org/W4225150439,1
https://openalex.org/W4225000207,https://openalex.org/W4225009750,1
https://openalex.org/W4225000207,https://openalex.org/W4225012808,1
https://openalex.org/W4225000207,https://openalex.org/W4225085232,1
https://openalex.org/W4225000207,https://openalex.org/W4225086399,1
https://openalex.org/W4225000207,https://openalex.org/W4225115595,1
https://openalex.org/W4225000207,https://openalex.org/W4225150439,1
https://openalex.org/W4225009750,https://openalex.org/W4225012808,1
https://openalex.org/W4225009750,https://openalex.org/W4225085232,1
https://openalex.org/W4225009750,https://openalex.org/W4225086399,1
https://openalex.org/W4225009750,https://openalex.org/W4225108150,1
https://openalex.org/W4225009750,https://openalex.org/W4225115595,1
https://openalex.org/W4225009750,https://openalex.org/W4225139328,1
https://openalex.org/W4225009750,https://openalex.org/W4225150439,1
https://openalex.org/W4225012808,https://openalex.org/W4225085232,1
https://openalex.org/W4225012808,https://openalex.org/W4225086399,1
https://openalex.org/W4225012808,https://openalex.org/W4225108150,1
https://openalex.org/W4225012808,https://openalex.org/W4225115595,1
https://openalex.org/W4225012808,https://openalex.org/W4225139328,1
https://openalex.org/W4225012808,https://openalex.org/W4225150439,1
https://openalex.org/W4225085232,https://openalex.org/W4225086399,1
https://openalex.org/W4225085232,https://openalex.org/W4225108150,1
https://openalex.org/W4225085232,https://openalex.org/W4225115595,1
https://openalex.org/W4225085232,https://openalex.org/W4225139328,1
https://openalex.org/W4225085232,https://openalex.org/W4225150439,1
https://openalex.org/W4225086399,https://openalex.org/W4225108150,1
https://openalex.org/W4225086399,https://openalex.org/W4225115595,1
https://openalex.org/W4225086399,https://openalex.org/W4225139328,1
https://openalex.org/W4225086399,https://openalex.org/W4225150439,1
https://openalex.org/W4225108150,https://openalex.org/W4225139328,1
https://openalex.org/W4225108150,https://openalex.org/W4225150439,1
https://openalex.org/W4225115595,https://openalex.org/W4225139328,1
https://openalex.org/W4225115595,https://openalex.org/W4225150439,1
https://openalex.org/W4225139328,https://openalex.org/W4225150439,1
https://openalex.org/W4224979686,https://openalex.org/W4225098379,1
https://openalex.org/W4224989665,https://openalex.org/W4224992683,1
https://openalex.org/W4224989665,https://openalex.org/W4224999418,1
https://openalex.org/W4225000207,https://openalex.org/W4225093322,1
https://openalex.org/W4224998981,https://openalex.org/W4225109361,1
https://openalex.org/W4224998981,https://openalex.org/W4225162252,1
https://openalex.org/W4224999418,https://openalex.org/W4225011339,1
https://openalex.org/W4225092338,https://openalex.org/W4225097818,1
https://openalex.org/W4225092338,https://openalex.org/W4225100078,1
https://openalex.org/W4225097818,https://openalex.org/W4225100078,1
https://openalex.org/W4225008289,https://openalex.org/W4225145829,1
https://openalex.org/W4224985466,https://openalex.org/W4225003795,1
https://openalex.org/W4224985466,https://openalex.org/W4225115449,1
https://openalex.org/W4224998622,https://openalex.org/W4225098446,1
https://openalex.org/W4224979686,https://openalex.org/W4225099238,1
https://openalex.org/W4221158799,https://openalex.org/W4225156178,1
https://openalex.org/W4224992752,https://openalex.org/W4225109361,1
https://openalex.org/W4224992752,https://openalex.org/W4225109379,1
https://openalex.org/W4225109361,https://openalex.org/W4225109379,1
https://openalex.org/W4224989403,https://openalex.org/W4225001124,1
https://openalex.org/W4224997456,https://openalex.org/W4225010656,1
https://openalex.org/W4224981456,https://openalex.org/W4224987089,1
https://openalex.org/W4224981456,https://openalex.org/W4225000233,1
https://openalex.org/W4224987089,https://openalex.org/W4225000233,1
https://openalex.org/W4224979832,https://openalex.org/W4224982650,1
https://openalex.org/W4224979832,https://openalex.org/W4224989534,1
https://openalex.org/W4224982650,https://openalex.org/W4224989534,1
https://openalex.org/W4224984058,https://openalex.org/W4225107234,1
https://openalex.org/W4224995359,https://openalex.org/W4225129564,1
https://openalex.org/W4221023045,https://openalex.org/W4225096941,1
https://openalex.org/W4225017028,https://openalex.org/W4225115323,1
https://openalex.org/W4224985466,https://openalex.org/W4225082883,1
https://openalex.org/W4224981456,https://openalex.org/W4225103667,1
https://openalex.org/W4224998981,https://openalex.org/W4225139328,1
https://openalex.org/W4224998981,https://openalex.org/W4225164125,1
https://openalex.org/W4225139328,https://openalex.org/W4225164125,1
https://openalex.org/W4224997456,https://openalex.org/W4225100575,1
https://openalex.org/W4224987089,https://openalex.org/W4225010656,1
https://openalex.org/W4224987089,https://openalex.org/W4225016564,1
https://openalex.org/W4225010656,https://openalex.org/W4225016564,1
https://openalex.org/W4224991060,https://openalex.org/W4225092321,1
https://openalex.org/W4225097818,https://openalex.org/W4225162956,1
https://openalex.org/W4225009063,https://openalex.org/W4225097818,1
https://openalex.org/W4212894176,https://openalex.org/W4225000211,1
https://openalex.org/W4221029209,https://openalex.org/W4224987089,1
https://openalex.org/W4221029209,https://openalex.org/W4225011401,1
https://openalex.org/W4224992194,https://openalex.org/W4225015622,1
https://openalex.org/W4221023045,https://openalex.org/W4224979401,1
https://openalex.org/W4221023045,https://openalex.org/W4225100078,1
https://openalex.org/W4224979401,https://openalex.org/W4225100078,1
https://openalex.org/W4224986677,https://openalex.org/W4225013489,1
https://openalex.org/W4224992194,https://openalex.org/W4225014740,1
https://openalex.org/W4224986399,https://openalex.org/W4224989671,1
https://openalex.org/W4224986399,https://openalex.org/W4224990314,1
https://openalex.org/W4224986399,https://openalex.org/W4224995304,1
https://openalex.org/W4224989671,https://openalex.org/W4224990314,1
https://openalex.org/W4224989671,https://openalex.org/W4224995304,1
https://openalex.org/W4224990314,https://openalex.org/W4224995304,1
https://openalex.org/W4224992752,https://openalex.org/W4225122276,1
https://openalex.org/W4221023045,https://openalex.org/W4224987089,1
https://openalex.org/W4225013403,https://openalex.org/W4225108150,1
https://openalex.org/W4220955183,https://openalex.org/W4225103667,1
https://openalex.org/W4225009143,https://openalex.org/W4225016355,1
https://openalex.org/W4224989671,https://openalex.org/W4225162956,1
https://openalex.org/W4224981839,https://openalex.org/W4224989671,1
https://openalex.org/W4224980693,https://openalex.org/W4224987089,1
https://openalex.org/W4224995920,https://openalex.org/W4225107234,1
https://openalex.org/W4224991000,https://openalex.org/W4225100078,1
https://openalex.org/W4225000233,https://openalex.org/W4225013489,1
https://openalex.org/W4225000233,https://openalex.org/W4225164125,1
https://openalex.org/W3208416788,https://openalex.org/W4225115426,1
https://openalex.org/W4224991000,https://openalex.org/W4225013489,1
https://openalex.org/W4224981839,https://openalex.org/W4224995359,1
https://openalex.org/W4224986677,https://openalex.org/W4225013403,1
https://openalex.org/W4224998981,https://openalex.org/W4225013403,1
https://openalex.org/W4225000233,https://openalex.org/W4225013403,1
https://openalex.org/W4225013403,https://openalex.org/W4225107234,1
https://openalex.org/W4224982779,https://openalex.org/W4225011183,1
https://openalex.org/W4225011183,https://openalex.org/W4225164728,1
https://openalex.org/W4224992683,https://openalex.org/W4225000233,1
https://openalex.org/W4224992683,https://openalex.org/W4225120163,1
https://openalex.org/W4225000233,https://openalex.org/W4225120163,1
https://openalex.org/W4224984653,https://openalex.org/W4224987963,1
https://openalex.org/W4224984653,https://openalex.org/W4225003795,1
https://openalex.org/W4225082883,https://openalex.org/W4225149108,1
https://openalex.org/W4224995224,https://openalex.org/W4225001124,1
https://openalex.org/W4221163951,https://openalex.org/W4224979739,1
https://openalex.org/W4225001757,https://openalex.org/W4225103613,1
https://openalex.org/W4224990230,https://openalex.org/W4225006216,1
https://openalex.org/W4224979644,https://openalex.org/W4225115595,1
https://openalex.org/W4225015622,https://openalex.org/W4225115595,1
https://openalex.org/W4224995359,https://openalex.org/W4225009143,1
https://openalex.org/W4220955183,https://openalex.org/W4224980442,1
https://openalex.org/W4220955183,https://openalex.org/W4225003999,1
https://openalex.org/W4224980442,https://openalex.org/W4225003999,1
https://openalex.org/W4224980442,https://openalex.org/W4225006216,1
https://openalex.org/W4225003999,https://openalex.org/W4225006216,1
https://openalex.org/W4224988227,https://openalex.org/W4225002467,1
https://openalex.org/W4225088773,https://openalex.org/W4225102742,1
https://openalex.org/W4225014740,https://openalex.org/W4225017028,1
https://openalex.org/W4224981456,https://openalex.org/W4225008543,1
https://openalex.org/W4212894176,https://openalex.org/W4225092321,1
https://openalex.org/W4224989671,https://openalex.org/W4225129564,1
https://openalex.org/W4224992194,https://openalex.org/W4225114665,1
https://openalex.org/W4225100078,https://openalex.org/W4225110307,1
https://openalex.org/W4221108272,https://openalex.org/W4225094266,1
